Customer_id,Product_id,Product_category,Payment_type,Device_Type,Event_date
CUST-191319,Prod_190319,Electronics,Paypal,Desktop,Addtocart,14-12-2021
CUST-191320,Prod_190320,Clothes,Visa Card,Desktop,Purchase,18-08-2021
CUST-191321,Prod_190321,Electronics,Paypal,Desktop,Purchase,22-12-2024
CUST-191322,Prod_190322,Hardware,Paypal,Desktop,Purchase,28-03-2022
CUST-191323,Prod_190323,Hardware,Visa Card,Desktop,Addtocart,21-08-2020
CUST-191324,Prod_190324,Electronics,Paypal,Mobile,Purchase,11-10-2023
CUST-191325,Prod_190325,Furniture,Visa Card,Mobile,Purchase,03-07-2021
CUST-191326,Prod_190326,Books,Paypal,Mobile,Purchase,26-04-2022
CUST-191327,Prod_190327,Furniture,Momo,Mobile,Addtocart,08-04-2020
CUST-191328,Prod_190328,Electronics,Visa Card,Desktop,Purchase,07-01-2024
CUST-191329,Prod_190329,Furniture,Momo,Desktop,Purchase,27-01-2024
CUST-191330,Prod_190330,Accessories,Visa Card,Mobile,Addtocart,22-04-2024
CUST-191331,Prod_190331,Books,Visa Card,Mobile,Purchase,12-12-2023
CUST-191332,Prod_190332,Electronics,Visa Card,Mobile,Addtocart,14-01-2023
CUST-191333,Prod_190333,Accessories,Paypal,Desktop,Purchase,08-06-2022
CUST-191334,Prod_190334,Clothes,Momo,Mobile,Addtocart,19-07-2022
CUST-191335,Prod_190335,Clothes,Paypal,Mobile,Purchase,01-10-2022
CUST-191336,Prod_190336,Beauty,Momo,Desktop,Addtocart,21-11-2024
CUST-191337,Prod_190337,Beauty,Paypal,Desktop,Purchase,11-05-2023
CUST-191338,Prod_190338,Furniture,Visa Card,Mobile,Addtocart,23-07-2020
CUST-191339,Prod_190339,Beauty,Momo,Mobile,Purchase,05-02-2020
CUST-191340,Prod_190340,Clothes,Visa Card,Mobile,Purchase,17-06-2023
CUST-191341,Prod_190341,Books,Visa Card,Desktop,Purchase,24-11-2021
CUST-191342,Prod_190342,Books,Momo,Mobile,Addtocart,12-12-2023
CUST-191343,Prod_190343,Hardware,Visa Card,Desktop,Addtocart,21-01-2020
CUST-191344,Prod_190344,Furniture,Visa Card,Desktop,Purchase,18-06-2020
CUST-191345,Prod_190345,Hardware,Paypal,Desktop,Addtocart,21-03-2025
CUST-191346,Prod_190346,Books,Visa Card,Mobile,Addtocart,09-03-2023
CUST-191347,Prod_190347,Hardware,Paypal,Desktop,Purchase,16-02-2021
CUST-191348,Prod_190348,Books,Momo,Desktop,Addtocart,03-12-2022
CUST-191349,Prod_190349,Accessories,Momo,Desktop,Purchase,12-04-2024
CUST-191350,Prod_190350,Accessories,Momo,Mobile,Addtocart,29-06-2023
CUST-191351,Prod_190351,Hardware,Momo,Mobile,Purchase,21-06-2021
CUST-191352,Prod_190352,Furniture,Paypal,Desktop,Purchase,12-04-2024
CUST-191353,Prod_190353,Beauty,Paypal,Mobile,Addtocart,28-09-2021
CUST-191354,Prod_190354,Furniture,Paypal,Desktop,Addtocart,28-03-2025
CUST-191355,Prod_190355,Books,Paypal,Mobile,Addtocart,02-02-2021
CUST-191356,Prod_190356,Books,Momo,Desktop,Purchase,14-03-2020
CUST-191357,Prod_190357,Furniture,Paypal,Mobile,Purchase,16-05-2022
CUST-191358,Prod_190358,Hardware,Momo,Mobile,Purchase,18-05-2023
CUST-191359,Prod_190359,Furniture,Visa Card,Desktop,Addtocart,21-04-2020
CUST-191360,Prod_190360,Accessories,Momo,Mobile,Purchase,11-05-2022
CUST-191361,Prod_190361,Electronics,Paypal,Mobile,Purchase,11-02-2021
CUST-191362,Prod_190362,Accessories,Visa Card,Mobile,Purchase,11-02-2022
CUST-191363,Prod_190363,Beauty,Momo,Mobile,Addtocart,31-12-2020
CUST-191364,Prod_190364,Hardware,Paypal,Desktop,Addtocart,24-04-2023
CUST-191365,Prod_190365,Clothes,Momo,Mobile,Addtocart,07-08-2024
CUST-191366,Prod_190366,Electronics,Momo,Desktop,Purchase,29-05-2020
CUST-191367,Prod_190367,Electronics,Paypal,Mobile,Addtocart,30-10-2021
CUST-191368,Prod_190368,Hardware,Visa Card,Desktop,Purchase,27-03-2025
CUST-191369,Prod_190369,Books,Paypal,Desktop,Addtocart,25-03-2021
CUST-191370,Prod_190370,Clothes,Momo,Desktop,Addtocart,17-08-2021
CUST-191371,Prod_190371,Beauty,Paypal,Mobile,Addtocart,26-03-2022
CUST-191372,Prod_190372,Furniture,Visa Card,Mobile,Purchase,25-09-2022
CUST-191373,Prod_190373,Electronics,Visa Card,Desktop,Purchase,14-12-2023
CUST-191374,Prod_190374,Beauty,Visa Card,Mobile,Addtocart,05-09-2022
CUST-191375,Prod_190375,Furniture,Momo,Mobile,Purchase,16-09-2022
CUST-191376,Prod_190376,Books,Momo,Desktop,Addtocart,19-04-2022
CUST-191377,Prod_190377,Books,Paypal,Desktop,Addtocart,19-01-2021
CUST-191378,Prod_190378,Clothes,Visa Card,Desktop,Addtocart,05-11-2023
CUST-191379,Prod_190379,Furniture,Momo,Mobile,Addtocart,12-02-2020
CUST-191380,Prod_190380,Books,Paypal,Mobile,Purchase,09-09-2022
CUST-191381,Prod_190381,Beauty,Paypal,Mobile,Purchase,03-04-2025
CUST-191382,Prod_190382,Clothes,Momo,Mobile,Purchase,22-11-2020
CUST-191383,Prod_190383,Accessories,Paypal,Desktop,Purchase,21-12-2020
CUST-191384,Prod_190384,Furniture,Paypal,Desktop,Addtocart,12-01-2020
CUST-191385,Prod_190385,Clothes,Visa Card,Mobile,Purchase,01-01-2023
CUST-191386,Prod_190386,Electronics,Momo,Mobile,Addtocart,26-07-2021
CUST-191387,Prod_190387,Books,Paypal,Mobile,Purchase,07-05-2024
CUST-191388,Prod_190388,Beauty,Momo,Mobile,Addtocart,28-07-2021
CUST-191389,Prod_190389,Accessories,Visa Card,Desktop,Addtocart,10-08-2024
CUST-191390,Prod_190390,Accessories,Paypal,Mobile,Purchase,22-03-2024
CUST-191391,Prod_190391,Furniture,Paypal,Desktop,Addtocart,08-09-2020
CUST-191392,Prod_190392,Furniture,Visa Card,Mobile,Addtocart,23-05-2022
CUST-191393,Prod_190393,Accessories,Visa Card,Desktop,Addtocart,08-07-2023
CUST-191394,Prod_190394,Furniture,Momo,Mobile,Addtocart,21-05-2023
CUST-191395,Prod_190395,Furniture,Momo,Mobile,Purchase,20-06-2023
CUST-191396,Prod_190396,Furniture,Momo,Desktop,Purchase,05-05-2023
CUST-191397,Prod_190397,Beauty,Visa Card,Mobile,Purchase,05-01-2020
CUST-191398,Prod_190398,Books,Paypal,Desktop,Purchase,19-03-2025
CUST-191399,Prod_190399,Accessories,Visa Card,Mobile,Purchase,30-01-2024
CUST-191400,Prod_190400,Furniture,Momo,Mobile,Addtocart,31-01-2025
CUST-191401,Prod_190401,Books,Visa Card,Desktop,Purchase,25-02-2023
CUST-191402,Prod_190402,Electronics,Visa Card,Desktop,Purchase,08-08-2020
CUST-191403,Prod_190403,Accessories,Visa Card,Mobile,Purchase,12-03-2020
CUST-191404,Prod_190404,Electronics,Visa Card,Desktop,Addtocart,18-01-2022
CUST-191405,Prod_190405,Hardware,Momo,Mobile,Purchase,14-04-2021
CUST-191406,Prod_190406,Furniture,Visa Card,Desktop,Purchase,22-02-2025
CUST-191407,Prod_190407,Furniture,Momo,Desktop,Purchase,26-02-2023
CUST-191408,Prod_190408,Electronics,Visa Card,Desktop,Addtocart,28-05-2023
CUST-191409,Prod_190409,Hardware,Paypal,Desktop,Addtocart,13-07-2022
CUST-191410,Prod_190410,Books,Paypal,Mobile,Purchase,22-02-2021
CUST-191411,Prod_190411,Beauty,Visa Card,Mobile,Purchase,17-04-2023
CUST-191412,Prod_190412,Hardware,Paypal,Desktop,Addtocart,19-12-2021
CUST-191413,Prod_190413,Electronics,Visa Card,Desktop,Purchase,20-07-2021
CUST-191414,Prod_190414,Clothes,Paypal,Desktop,Purchase,23-04-2024
CUST-191415,Prod_190415,Hardware,Paypal,Desktop,Addtocart,06-04-2021
CUST-191416,Prod_190416,Beauty,Paypal,Mobile,Addtocart,26-12-2021
CUST-191417,Prod_190417,Books,Momo,Desktop,Addtocart,06-06-2020
CUST-191418,Prod_190418,Electronics,Visa Card,Mobile,Addtocart,04-11-2022
CUST-191419,Prod_190419,Accessories,Momo,Mobile,Addtocart,24-09-2024
CUST-191420,Prod_190420,Hardware,Paypal,Mobile,Purchase,14-10-2024
CUST-191421,Prod_190421,Electronics,Visa Card,Desktop,Purchase,23-12-2023
CUST-191422,Prod_190422,Furniture,Momo,Desktop,Purchase,09-04-2025
CUST-191423,Prod_190423,Furniture,Visa Card,Mobile,Addtocart,18-11-2021
CUST-191424,Prod_190424,Clothes,Visa Card,Desktop,Purchase,14-10-2023
CUST-191425,Prod_190425,Accessories,Visa Card,Mobile,Purchase,15-10-2021
CUST-191426,Prod_190426,Electronics,Momo,Desktop,Addtocart,13-07-2024
CUST-191427,Prod_190427,Electronics,Paypal,Desktop,Addtocart,10-08-2022
CUST-191428,Prod_190428,Books,Paypal,Mobile,Purchase,07-12-2021
CUST-191429,Prod_190429,Accessories,Visa Card,Mobile,Addtocart,25-06-2024
CUST-191430,Prod_190430,Clothes,Paypal,Desktop,Purchase,22-09-2021
CUST-191431,Prod_190431,Electronics,Paypal,Mobile,Addtocart,22-04-2022
CUST-191432,Prod_190432,Clothes,Paypal,Mobile,Purchase,02-07-2020
CUST-191433,Prod_190433,Clothes,Paypal,Mobile,Addtocart,15-02-2025
CUST-191434,Prod_190434,Accessories,Paypal,Desktop,Addtocart,23-08-2021
CUST-191435,Prod_190435,Hardware,Visa Card,Mobile,Purchase,09-05-2020
CUST-191436,Prod_190436,Accessories,Paypal,Desktop,Purchase,10-04-2022
CUST-191437,Prod_190437,Hardware,Visa Card,Desktop,Addtocart,10-03-2022
CUST-191438,Prod_190438,Furniture,Paypal,Mobile,Purchase,29-09-2023
CUST-191439,Prod_190439,Furniture,Visa Card,Desktop,Addtocart,28-09-2021
CUST-191440,Prod_190440,Clothes,Visa Card,Desktop,Purchase,03-11-2021
CUST-191441,Prod_190441,Books,Visa Card,Mobile,Purchase,05-01-2020
CUST-191442,Prod_190442,Hardware,Paypal,Mobile,Purchase,21-04-2022
CUST-191443,Prod_190443,Books,Paypal,Desktop,Addtocart,16-08-2020
CUST-191444,Prod_190444,Furniture,Momo,Desktop,Addtocart,22-12-2024
CUST-191445,Prod_190445,Hardware,Visa Card,Mobile,Purchase,04-06-2021
CUST-191446,Prod_190446,Furniture,Visa Card,Mobile,Addtocart,16-09-2020
CUST-191447,Prod_190447,Beauty,Momo,Mobile,Purchase,12-08-2023
CUST-191448,Prod_190448,Electronics,Visa Card,Desktop,Addtocart,20-03-2020
CUST-191449,Prod_190449,Books,Visa Card,Desktop,Addtocart,25-04-2024
CUST-191450,Prod_190450,Clothes,Momo,Desktop,Addtocart,25-11-2020
CUST-191451,Prod_190451,Hardware,Paypal,Mobile,Purchase,30-11-2020
CUST-191452,Prod_190452,Electronics,Paypal,Mobile,Purchase,03-02-2023
CUST-191453,Prod_190453,Furniture,Visa Card,Desktop,Purchase,26-10-2021
CUST-191454,Prod_190454,Beauty,Momo,Mobile,Addtocart,10-06-2020
CUST-191455,Prod_190455,Books,Paypal,Mobile,Purchase,16-02-2020
CUST-191456,Prod_190456,Furniture,Paypal,Desktop,Purchase,07-07-2022
CUST-191457,Prod_190457,Books,Visa Card,Desktop,Addtocart,18-02-2023
CUST-191458,Prod_190458,Beauty,Paypal,Desktop,Purchase,05-08-2024
CUST-191459,Prod_190459,Beauty,Momo,Desktop,Addtocart,04-08-2023
CUST-191460,Prod_190460,Beauty,Paypal,Mobile,Addtocart,25-08-2020
CUST-191461,Prod_190461,Beauty,Visa Card,Mobile,Addtocart,11-01-2021
CUST-191462,Prod_190462,Beauty,Visa Card,Mobile,Addtocart,04-10-2021
CUST-191463,Prod_190463,Accessories,Visa Card,Mobile,Addtocart,06-11-2021
CUST-191464,Prod_190464,Electronics,Paypal,Mobile,Addtocart,30-11-2020
CUST-191465,Prod_190465,Books,Visa Card,Desktop,Addtocart,10-12-2023
CUST-191466,Prod_190466,Hardware,Visa Card,Mobile,Addtocart,29-10-2022
CUST-191467,Prod_190467,Accessories,Visa Card,Mobile,Purchase,28-05-2023
CUST-191468,Prod_190468,Electronics,Momo,Desktop,Addtocart,06-10-2023
CUST-191469,Prod_190469,Beauty,Visa Card,Mobile,Addtocart,09-08-2021
CUST-191470,Prod_190470,Electronics,Paypal,Desktop,Purchase,02-03-2020
CUST-191471,Prod_190471,Clothes,Visa Card,Desktop,Purchase,25-03-2021
CUST-191472,Prod_190472,Furniture,Momo,Mobile,Purchase,22-03-2020
CUST-191473,Prod_190473,Hardware,Momo,Desktop,Addtocart,16-02-2020
CUST-191474,Prod_190474,Beauty,Visa Card,Mobile,Purchase,27-07-2024
CUST-191475,Prod_190475,Hardware,Visa Card,Mobile,Addtocart,22-02-2023
CUST-191476,Prod_190476,Electronics,Paypal,Mobile,Purchase,22-10-2023
CUST-191477,Prod_190477,Books,Visa Card,Desktop,Addtocart,15-04-2023
CUST-191478,Prod_190478,Hardware,Paypal,Desktop,Purchase,01-09-2024
CUST-191479,Prod_190479,Hardware,Visa Card,Mobile,Purchase,18-04-2021
CUST-191480,Prod_190480,Beauty,Paypal,Desktop,Addtocart,15-02-2021
CUST-191481,Prod_190481,Electronics,Paypal,Desktop,Addtocart,06-11-2022
CUST-191482,Prod_190482,Electronics,Momo,Mobile,Addtocart,10-12-2023
CUST-191483,Prod_190483,Hardware,Momo,Desktop,Purchase,16-08-2022
CUST-191484,Prod_190484,Furniture,Paypal,Desktop,Addtocart,14-04-2025
CUST-191485,Prod_190485,Beauty,Visa Card,Desktop,Addtocart,05-09-2023
CUST-191486,Prod_190486,Accessories,Paypal,Desktop,Addtocart,26-03-2024
CUST-191487,Prod_190487,Books,Visa Card,Mobile,Addtocart,16-03-2022
CUST-191488,Prod_190488,Books,Visa Card,Mobile,Purchase,31-08-2022
CUST-191489,Prod_190489,Furniture,Momo,Desktop,Purchase,19-10-2024
CUST-191490,Prod_190490,Beauty,Paypal,Desktop,Addtocart,19-05-2021
CUST-191491,Prod_190491,Books,Visa Card,Mobile,Addtocart,22-03-2024
CUST-191492,Prod_190492,Books,Paypal,Desktop,Addtocart,26-09-2024
CUST-191493,Prod_190493,Books,Paypal,Mobile,Purchase,05-07-2021
CUST-191494,Prod_190494,Clothes,Visa Card,Mobile,Purchase,23-07-2021
CUST-191495,Prod_190495,Furniture,Visa Card,Mobile,Purchase,06-04-2025
CUST-191496,Prod_190496,Furniture,Visa Card,Mobile,Addtocart,26-08-2023
CUST-191497,Prod_190497,Beauty,Visa Card,Desktop,Purchase,25-11-2021
CUST-191498,Prod_190498,Hardware,Momo,Desktop,Purchase,10-12-2021
CUST-191499,Prod_190499,Hardware,Momo,Mobile,Purchase,16-01-2020
CUST-191500,Prod_190500,Hardware,Momo,Mobile,Addtocart,24-10-2022
CUST-191501,Prod_190501,Electronics,Visa Card,Mobile,Addtocart,07-08-2024
CUST-191502,Prod_190502,Clothes,Momo,Mobile,Addtocart,03-06-2021
CUST-191503,Prod_190503,Clothes,Visa Card,Mobile,Purchase,08-12-2021
CUST-191504,Prod_190504,Clothes,Momo,Desktop,Purchase,27-01-2022
CUST-191505,Prod_190505,Accessories,Visa Card,Mobile,Addtocart,06-12-2022
CUST-191506,Prod_190506,Electronics,Paypal,Desktop,Addtocart,16-06-2020
CUST-191507,Prod_190507,Books,Momo,Desktop,Addtocart,08-02-2023
CUST-191508,Prod_190508,Books,Paypal,Desktop,Addtocart,13-03-2021
CUST-191509,Prod_190509,Furniture,Momo,Desktop,Addtocart,29-04-2020
CUST-191510,Prod_190510,Accessories,Paypal,Mobile,Purchase,14-07-2023
CUST-191511,Prod_190511,Hardware,Momo,Mobile,Addtocart,03-08-2023
CUST-191512,Prod_190512,Accessories,Momo,Desktop,Addtocart,01-05-2020
CUST-191513,Prod_190513,Books,Paypal,Mobile,Purchase,26-12-2020
CUST-191514,Prod_190514,Clothes,Visa Card,Mobile,Purchase,12-04-2024
CUST-191515,Prod_190515,Clothes,Visa Card,Desktop,Addtocart,12-12-2021
CUST-191516,Prod_190516,Accessories,Momo,Desktop,Addtocart,10-09-2023
CUST-191517,Prod_190517,Books,Paypal,Mobile,Addtocart,13-04-2020
CUST-191518,Prod_190518,Furniture,Momo,Desktop,Addtocart,27-04-2020
CUST-191519,Prod_190519,Clothes,Paypal,Mobile,Addtocart,21-03-2022
CUST-191520,Prod_190520,Accessories,Momo,Desktop,Addtocart,21-07-2024
CUST-191521,Prod_190521,Clothes,Paypal,Desktop,Purchase,10-05-2023
CUST-191522,Prod_190522,Beauty,Momo,Desktop,Purchase,25-09-2023
CUST-191523,Prod_190523,Electronics,Visa Card,Mobile,Addtocart,12-12-2020
CUST-191524,Prod_190524,Beauty,Paypal,Desktop,Purchase,05-08-2022
CUST-191525,Prod_190525,Accessories,Paypal,Desktop,Addtocart,04-11-2023
CUST-191526,Prod_190526,Hardware,Momo,Mobile,Addtocart,19-04-2025
CUST-191527,Prod_190527,Clothes,Momo,Mobile,Addtocart,16-12-2022
CUST-191528,Prod_190528,Books,Momo,Desktop,Purchase,07-06-2023
CUST-191529,Prod_190529,Electronics,Paypal,Mobile,Purchase,09-06-2023
CUST-191530,Prod_190530,Electronics,Momo,Mobile,Addtocart,26-04-2022
CUST-191531,Prod_190531,Accessories,Paypal,Desktop,Purchase,22-09-2022
CUST-191532,Prod_190532,Hardware,Visa Card,Desktop,Addtocart,05-03-2022
CUST-191533,Prod_190533,Beauty,Momo,Desktop,Addtocart,15-03-2023
CUST-191534,Prod_190534,Hardware,Visa Card,Mobile,Purchase,18-03-2025
CUST-191535,Prod_190535,Clothes,Visa Card,Desktop,Purchase,02-02-2022
CUST-191536,Prod_190536,Electronics,Momo,Mobile,Purchase,23-05-2023
CUST-191537,Prod_190537,Furniture,Visa Card,Desktop,Addtocart,13-08-2023
CUST-191538,Prod_190538,Accessories,Paypal,Desktop,Purchase,24-09-2020
CUST-191539,Prod_190539,Beauty,Visa Card,Desktop,Purchase,14-04-2023
CUST-191540,Prod_190540,Hardware,Momo,Mobile,Addtocart,28-10-2023
CUST-191541,Prod_190541,Clothes,Visa Card,Mobile,Purchase,08-08-2021
CUST-191542,Prod_190542,Books,Visa Card,Desktop,Purchase,18-05-2023
CUST-191543,Prod_190543,Electronics,Visa Card,Mobile,Addtocart,30-03-2020
CUST-191544,Prod_190544,Furniture,Paypal,Mobile,Addtocart,19-05-2022
CUST-191545,Prod_190545,Accessories,Visa Card,Desktop,Addtocart,13-04-2020
CUST-191546,Prod_190546,Electronics,Visa Card,Desktop,Purchase,10-07-2021
CUST-191547,Prod_190547,Electronics,Paypal,Desktop,Addtocart,09-03-2024
CUST-191548,Prod_190548,Books,Visa Card,Desktop,Purchase,26-12-2021
CUST-191549,Prod_190549,Hardware,Paypal,Mobile,Addtocart,20-05-2023
CUST-191550,Prod_190550,Electronics,Visa Card,Desktop,Purchase,27-10-2023
CUST-191551,Prod_190551,Furniture,Paypal,Desktop,Addtocart,12-11-2021
CUST-191552,Prod_190552,Electronics,Paypal,Desktop,Addtocart,31-03-2021
CUST-191553,Prod_190553,Accessories,Paypal,Desktop,Addtocart,22-05-2024
CUST-191554,Prod_190554,Beauty,Momo,Desktop,Purchase,02-01-2021
CUST-191555,Prod_190555,Electronics,Visa Card,Mobile,Purchase,02-10-2024
CUST-191556,Prod_190556,Electronics,Paypal,Mobile,Purchase,22-11-2023
CUST-191557,Prod_190557,Hardware,Momo,Desktop,Addtocart,04-12-2022
CUST-191558,Prod_190558,Books,Visa Card,Desktop,Purchase,21-10-2023
CUST-191559,Prod_190559,Clothes,Paypal,Desktop,Purchase,25-02-2023
CUST-191560,Prod_190560,Electronics,Paypal,Mobile,Purchase,09-11-2022
CUST-191561,Prod_190561,Accessories,Momo,Mobile,Purchase,02-12-2021
CUST-191562,Prod_190562,Furniture,Momo,Desktop,Purchase,11-01-2025
CUST-191563,Prod_190563,Furniture,Momo,Mobile,Addtocart,15-04-2021
CUST-191564,Prod_190564,Books,Momo,Mobile,Addtocart,02-07-2021
CUST-191565,Prod_190565,Clothes,Paypal,Mobile,Purchase,16-02-2023
CUST-191566,Prod_190566,Electronics,Paypal,Desktop,Purchase,26-05-2022
CUST-191567,Prod_190567,Furniture,Momo,Desktop,Purchase,15-07-2020
CUST-191568,Prod_190568,Books,Paypal,Desktop,Purchase,24-01-2022
CUST-191569,Prod_190569,Furniture,Paypal,Desktop,Addtocart,08-02-2023
CUST-191570,Prod_190570,Clothes,Momo,Mobile,Addtocart,20-06-2024
CUST-191571,Prod_190571,Books,Paypal,Mobile,Addtocart,14-02-2021
CUST-191572,Prod_190572,Clothes,Visa Card,Desktop,Purchase,02-04-2023
CUST-191573,Prod_190573,Hardware,Momo,Desktop,Addtocart,14-01-2025
CUST-191574,Prod_190574,Hardware,Paypal,Mobile,Purchase,16-08-2022
CUST-191575,Prod_190575,Books,Paypal,Mobile,Purchase,05-03-2021
CUST-191576,Prod_190576,Beauty,Paypal,Desktop,Purchase,20-02-2022
CUST-191577,Prod_190577,Beauty,Momo,Desktop,Purchase,10-04-2025
CUST-191578,Prod_190578,Beauty,Paypal,Desktop,Addtocart,29-06-2020
CUST-191579,Prod_190579,Electronics,Visa Card,Mobile,Purchase,06-12-2020
CUST-191580,Prod_190580,Electronics,Momo,Desktop,Purchase,13-05-2022
CUST-191581,Prod_190581,Furniture,Paypal,Desktop,Addtocart,13-02-2023
CUST-191582,Prod_190582,Electronics,Visa Card,Desktop,Addtocart,03-11-2020
CUST-191583,Prod_190583,Books,Visa Card,Mobile,Addtocart,17-08-2021
CUST-191584,Prod_190584,Beauty,Visa Card,Mobile,Purchase,23-04-2021
CUST-191585,Prod_190585,Books,Paypal,Desktop,Addtocart,12-08-2021
CUST-191586,Prod_190586,Hardware,Momo,Mobile,Purchase,30-05-2020
CUST-191587,Prod_190587,Clothes,Paypal,Mobile,Addtocart,07-10-2020
CUST-191588,Prod_190588,Beauty,Visa Card,Desktop,Purchase,24-06-2024
CUST-191589,Prod_190589,Clothes,Paypal,Mobile,Addtocart,02-03-2025
CUST-191590,Prod_190590,Hardware,Visa Card,Mobile,Addtocart,14-05-2022
CUST-191591,Prod_190591,Accessories,Paypal,Desktop,Addtocart,10-11-2021
CUST-191592,Prod_190592,Electronics,Visa Card,Mobile,Purchase,03-02-2022
CUST-191593,Prod_190593,Books,Momo,Mobile,Addtocart,18-06-2022
CUST-191594,Prod_190594,Furniture,Paypal,Mobile,Addtocart,09-03-2025
CUST-191595,Prod_190595,Clothes,Visa Card,Mobile,Purchase,22-03-2020
CUST-191596,Prod_190596,Furniture,Visa Card,Desktop,Purchase,12-05-2021
CUST-191597,Prod_190597,Books,Visa Card,Desktop,Addtocart,30-03-2022
CUST-191598,Prod_190598,Beauty,Momo,Mobile,Purchase,25-12-2023
CUST-191599,Prod_190599,Accessories,Paypal,Mobile,Addtocart,19-03-2024
CUST-191600,Prod_190600,Clothes,Visa Card,Desktop,Purchase,10-02-2020
CUST-191601,Prod_190601,Clothes,Visa Card,Mobile,Addtocart,12-09-2020
CUST-191602,Prod_190602,Beauty,Visa Card,Mobile,Purchase,15-10-2021
CUST-191603,Prod_190603,Furniture,Momo,Desktop,Addtocart,05-10-2022
CUST-191604,Prod_190604,Electronics,Visa Card,Mobile,Purchase,04-05-2024
CUST-191605,Prod_190605,Beauty,Momo,Mobile,Addtocart,24-03-2020
CUST-191606,Prod_190606,Hardware,Visa Card,Mobile,Addtocart,10-12-2024
CUST-191607,Prod_190607,Books,Paypal,Desktop,Purchase,17-06-2023
CUST-191608,Prod_190608,Beauty,Visa Card,Desktop,Addtocart,01-10-2021
CUST-191609,Prod_190609,Beauty,Paypal,Mobile,Purchase,02-04-2025
CUST-191610,Prod_190610,Hardware,Visa Card,Desktop,Purchase,12-03-2025
CUST-191611,Prod_190611,Electronics,Visa Card,Mobile,Addtocart,19-08-2020
CUST-191612,Prod_190612,Electronics,Paypal,Desktop,Purchase,01-10-2022
CUST-191613,Prod_190613,Beauty,Visa Card,Desktop,Addtocart,19-09-2022
CUST-191614,Prod_190614,Furniture,Paypal,Desktop,Purchase,17-02-2023
CUST-191615,Prod_190615,Beauty,Paypal,Mobile,Addtocart,05-03-2024
CUST-191616,Prod_190616,Hardware,Visa Card,Mobile,Purchase,20-02-2020
CUST-191617,Prod_190617,Hardware,Paypal,Desktop,Purchase,25-01-2021
CUST-191618,Prod_190618,Electronics,Visa Card,Desktop,Purchase,30-09-2021
CUST-191619,Prod_190619,Clothes,Momo,Desktop,Addtocart,20-02-2025
CUST-191620,Prod_190620,Accessories,Paypal,Mobile,Addtocart,11-02-2023
CUST-191621,Prod_190621,Electronics,Visa Card,Mobile,Purchase,31-10-2022
CUST-191622,Prod_190622,Furniture,Paypal,Desktop,Purchase,13-07-2023
CUST-191623,Prod_190623,Hardware,Paypal,Mobile,Addtocart,17-11-2022
CUST-191624,Prod_190624,Furniture,Paypal,Mobile,Addtocart,20-03-2025
CUST-191625,Prod_190625,Hardware,Momo,Desktop,Addtocart,13-12-2024
CUST-191626,Prod_190626,Electronics,Paypal,Mobile,Purchase,20-03-2023
